SetNo,GameNo,PointNumber,ServerGamesWon,ReceiverGamesWon,ServerScore,ReceiverScore,ServerPointsWon,ReceiverPointsWon,ServerMomentum,ReceiverMomentum,ServerSetsWon,ReceiverSetsWon,GameDiff,SetDiff,PointDiff,MomentumDiff,IsBreakPoint,SetPressure,IsSecondServe,ServerWon
3,8,183,3,4,3,3,99,83,187,103,2,0,-1,2,16,84,0,2,0,0
2,5,58,2,2,1,0,20,37,29,91,0,1,0,-1,-17,-62,0,4,1,0
1,2,14,0,1,0,1,5,8,1,11,0,0,-1,0,-3,-10,0,5,1,1
3,2,108,0,1,2,3,54,53,67,68,1,1,-1,0,1,-1,1,5,0,1
1,2,6,1,0,0,1,4,1,10,2,0,0,1,0,3,8,0,5,0,0
2,13,148,6,6,6,2,79,68,118,85,1,0,0,1,11,33,0,0,0,1
2,3,60,0,2,3,1,22,37,3,73,0,1,-2,-1,-15,-70,0,4,0,0
1,9,46,3,5,1,1,22,23,29,51,0,0,-2,0,-1,-22,0,1,0,1
4,6,242,2,3,0,0,122,119,176,137,2,1,-1,1,3,39,0,3,1,1
1,5,33,2,2,1,0,16,16,15,18,0,0,0,0,0,-3,0,4,0,1
5,10,294,4,5,3,1,143,150,148,175,2,2,-1,0,-7,-27,0,1,0,1
3,5,158,1,3,0,0,77,80,88,112,1,1,-2,0,-3,-24,0,3,0,1
3,2,111,0,1,0,0,50,60,77,105,1,1,-1,0,-10,-28,0,5,1,1
2,4,76,2,1,3,1,43,32,83,24,1,0,1,1,11,59,0,4,0,1
1,3,21,1,1,1,3,8,12,7,19,0,0,0,0,-4,-12,1,5,0,1
4,8,226,2,5,3,2,111,114,134,188,1,2,-3,-1,-3,-54,0,1,0,1
2,5,63,3,1,0,1,41,21,73,10,1,0,2,1,20,63,0,3,0,1
2,1,48,0,0,1,1,17,30,18,60,0,1,0,-1,-13,-42,0,6,0,1
2,2,80,0,1,2,0,35,44,14,56,0,1,-1,-1,-9,-42,0,5,0,0
3,11,204,5,5,1,2,99,104,114,134,1,1,0,0,-5,-20,0,1,1,0
2,6,104,5,0,1,0,55,48,67,54,0,1,5,-1,7,13,0,1,0,1
3,1,130,0,0,3,3,60,69,59,92,1,1,0,0,-9,-33,0,6,1,0
1,2,7,1,0,1,1,5,1,17,4,0,0,1,0,4,13,0,5,0,1
2,7,98,2,4,2,1,41,56,19,104,0,1,-2,-1,-15,-85,0,2,1,1
1,2,6,0,1,1,0,1,4,4,9,0,0,-1,0,-3,-5,0,5,0,1
1,7,34,4,2,0,0,21,12,30,1,0,0,2,0,9,29,0,2,0,0
1,9,55,4,4,2,2,27,27,42,46,0,0,0,0,0,-4,0,2,0,1
2,7,71,3,3,1,0,27,43,36,104,0,1,0,-1,-16,-68,0,3,1,1
3,1,107,0,0,1,0,63,43,113,12,2,0,0,2,20,101,0,6,0,1
2,1,61,0,0,2,0,28,32,22,45,0,1,0,-1,-4,-23,0,6,0,0
1,3,14,1,1,2,2,6,7,13,19,0,0,0,0,-1,-6,0,5,1,0
1,3,17,1,1,2,3,8,8,9,10,0,0,0,0,0,-1,1,5,1,0
1,3,14,2,0,2,1,10,3,16,1,0,0,2,0,7,15,0,4,1,1
1,5,26,2,2,1,1,12,13,14,8,0,0,0,0,-1,6,0,4,0,1
2,5,79,0,4,2,1,31,47,14,98,0,1,-4,-1,-16,-84,0,2,0,1
2,5,96,2,2,3,3,51,44,81,46,1,0,0,1,7,35,0,4,0,1
2,3,85,2,0,0,1,47,37,70,7,1,0,2,1,10,63,0,4,1,1
2,6,89,3,2,2,1,46,42,94,47,1,0,1,1,4,47,0,3,0,1
1,12,79,5,6,4,3,38,40,44,51,0,0,-1,0,-2,-7,0,0,1,1
3,2,140,0,1,0,1,70,69,125,90,1,1,-1,0,1,35,0,5,0,0
2,5,109,1,3,0,2,49,59,48,95,0,1,-2,-1,-10,-47,0,3,1,1
1,9,41,3,5,2,2,16,24,14,50,0,0,-2,0,-8,-36,0,1,0,1
1,7,30,2,4,1,0,11,18,4,19,0,0,-2,0,-7,-15,0,2,0,0
3,7,194,3,3,3,3,97,96,130,143,1,1,0,0,1,-13,0,3,1,1
2,9,100,4,4,1,1,54,45,108,53,1,0,0,1,9,55,0,2,1,0
3,5,208,2,2,4,3,105,102,118,100,1,1,0,0,3,18,0,4,1,1
2,8,116,3,4,0,0,63,52,98,54,1,0,-1,1,11,44,0,2,0,0
2,2,89,1,0,0,1,43,45,44,67,0,1,1,-1,-2,-23,0,5,0,0
2,10,119,4,5,2,2,65,53,68,26,1,0,-1,1,12,42,0,1,0,1
2,6,96,3,2,0,0,54,41,102,35,1,0,1,1,13,67,0,3,0,1
1,12,67,6,5,0,3,31,35,38,37,0,0,1,0,-4,1,1,0,0,1
5,13,353,6,6,7,9,173,179,309,300,2,2,0,0,-6,9,1,0,1,0
3,8,168,3,4,1,1,89,78,153,99,2,0,-1,2,11,54,0,2,1,1
1,2,9,0,1,2,1,3,5,7,7,0,0,-1,0,-2,0,0,5,1,1
3,4,154,1,2,3,3,75,78,65,62,1,1,-1,0,-3,3,0,4,0,1
1,8,44,2,5,2,2,16,27,6,54,0,0,-3,0,-11,-48,0,1,1,1
1,6,32,2,3,2,3,14,17,17,23,0,0,-1,0,-3,-6,1,3,1,1
4,3,148,1,1,0,0,61,86,62,142,1,2,0,-1,-25,-80,0,5,1,0
2,12,107,6,5,0,0,62,44,94,25,1,0,1,1,18,69,0,0,1,1
4,4,182,2,1,2,0,98,83,193,105,2,1,1,1,15,88,0,4,0,1
4,2,204,0,1,0,0,110,93,209,150,2,1,-1,1,17,59,0,5,1,1
1,3,18,1,1,3,3,8,9,11,9,0,0,0,0,-1,2,0,5,1,1
2,12,115,5,6,1,0,65,49,122,61,1,0,-1,1,16,61,0,0,1,1
2,10,154,5,4,0,0,76,77,116,118,0,1,1,-1,-1,-2,0,1,0,1
1,4,19,0,3,1,1,5,13,2,30,0,0,-3,0,-8,-28,0,3,0,1
1,5,29,2,2,1,1,13,15,23,27,0,0,0,0,-2,-4,0,4,1,0
1,13,93,6,6,5,5,47,45,70,65,0,0,0,0,2,5,0,0,0,1
2,7,86,5,1,1,0,55,30,105,14,1,0,4,1,25,91,0,1,1,1
2,9,92,4,4,2,1,39,52,34,102,0,1,0,-1,-13,-68,0,2,0,1
1,4,20,1,2,1,2,7,12,7,21,0,0,-1,0,-5,-14,0,4,1,1
2,3,91,1,1,2,2,39,51,22,88,0,1,0,-1,-12,-66,0,5,0,1
1,9,55,5,3,1,1,31,23,44,11,0,0,2,0,8,33,0,1,1,1
2,3,86,0,2,0,1,34,51,9,92,0,1,-2,-1,-17,-83,0,4,0,0
1,1,5,0,0,1,3,1,3,1,8,0,0,0,0,-2,-7,1,6,0,0
4,13,244,6,6,2,5,110,133,194,275,1,2,0,-1,-23,-81,1,0,0,0
1,11,61,5,5,3,3,30,30,48,47,0,0,0,0,0,1,0,1,1,0
1,6,29,0,5,0,0,8,20,2,48,0,0,-5,0,-12,-46,0,1,0,1
2,10,138,4,5,0,1,64,73,95,135,0,1,-1,-1,-9,-40,0,1,1,0
3,2,188,0,1,1,2,83,104,61,166,0,2,-1,-2,-21,-105,0,5,1,1
3,10,169,4,5,3,3,94,74,126,51,2,0,-1,2,20,75,0,1,1,0
1,1,5,0,0,1,3,1,3,1,7,0,0,0,0,-2,-6,1,6,1,0
3,7,127,2,4,1,0,50,76,41,147,0,2,-2,-2,-26,-106,0,2,1,0
4,5,187,1,3,3,0,86,100,109,197,1,2,-2,-1,-14,-88,0,3,0,1
1,1,2,0,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,6,0,1
1,8,48,3,4,2,0,22,25,27,31,0,0,-1,0,-3,-4,0,2,0,0
2,7,105,3,3,3,2,45,59,32,96,0,1,0,-1,-14,-64,0,3,1,0
5,2,297,1,0,3,4,152,144,173,102,2,2,1,0,8,71,1,5,0,1
1,4,26,0,3,1,0,10,15,4,32,0,0,-3,0,-5,-28,0,3,1,1
2,11,114,5,5,0,0,61,52,111,56,1,0,0,1,9,55,0,1,1,0
1,8,44,3,4,0,0,21,22,32,37,0,0,-1,0,-1,-5,0,2,1,1
4,3,206,1,1,3,1,95,110,96,173,1,2,0,-1,-15,-77,0,5,1,1
5,1,288,0,0,1,2,140,147,107,166,2,2,0,0,-7,-59,0,6,1,0
3,13,178,6,6,1,1,85,92,112,145,1,1,0,0,-7,-33,0,0,0,1
1,4,17,1,2,1,0,7,9,9,12,0,0,-1,0,-2,-3,0,4,1,1
2,5,79,2,2,3,2,36,42,58,94,0,1,0,-1,-6,-36,0,4,0,1
3,5,137,3,1,0,3,75,61,135,52,2,0,2,2,14,83,1,3,1,1
2,12,100,5,6,0,0,54,45,67,57,1,0,-1,1,9,10,0,0,1,0
3,5,141,3,1,2,2,81,59,138,36,2,0,2,2,22,102,0,3,1,0
3,10,195,4,5,3,3,98,96,135,120,1,1,-1,0,2,15,0,1,1,0
2,10,115,5,4,3,2,56,58,55,72,0,1,1,-1,-2,-17,0,1,0,1
1,2,17,0,1,3,3,7,9,8,10,0,0,-1,0,-2,-2,0,5,0,0
2,8,161,2,5,3,2,75,85,46,90,0,1,-3,-1,-10,-44,0,1,0,0
3,6,158,2,3,2,2,73,84,58,122,1,1,-1,0,-11,-64,0,3,1,1
5,5,276,3,1,1,2,143,132,283,243,2,2,2,0,11,40,0,3,0,1
3,5,129,2,2,0,0,48,80,32,170,0,2,0,-2,-32,-138,0,4,0,0
4,4,234,1,2,4,3,120,113,171,135,2,1,-1,1,7,36,0,4,0,0
1,3,12,0,2,1,0,3,8,4,20,0,0,-2,0,-5,-16,0,4,0,0
5,11,295,5,5,1,1,151,143,203,177,2,2,0,0,8,26,0,1,0,0
2,2,54,0,1,0,0,31,22,65,13,1,0,-1,1,9,52,0,5,1,1
1,4,18,1,2,0,3,6,11,7,22,0,0,-1,0,-5,-15,1,4,1,0
4,8,247,4,3,1,1,123,123,188,171,2,1,1,1,0,17,0,2,0,1
2,9,100,3,5,0,0,40,59,12,103,0,1,-2,-1,-19,-91,0,1,0,1
1,9,44,4,4,0,0,22,21,40,41,0,0,0,0,1,-1,0,2,0,0
4,6,235,2,3,3,3,115,119,168,177,2,1,-1,1,-4,-9,0,3,0,1
2,1,60,0,0,4,3,37,22,64,2,1,0,0,1,15,62,0,6,1,1
1,3,24,0,2,0,1,9,14,2,20,0,0,-2,0,-5,-18,0,4,1,0
2,12,121,5,6,1,1,54,66,57,123,0,1,-1,-1,-12,-66,0,0,0,1
2,1,48,0,0,1,0,18,29,19,63,0,1,0,-1,-11,-44,0,6,0,0
2,1,105,0,0,3,4,52,52,68,73,0,1,0,-1,0,-5,1,6,0,0
3,3,140,2,0,2,1,71,68,102,84,1,1,2,0,3,18,0,4,1,1
1,5,28,1,3,1,2,10,17,8,34,0,0,-2,0,-7,-26,0,3,1,0
5,10,284,4,5,2,0,142,141,225,207,2,2,-1,0,1,18,0,1,1,1
3,9,197,4,4,1,0,100,96,131,103,1,1,0,0,4,28,0,2,1,0
1,3,16,1,1,2,2,8,7,11,14,0,0,0,0,1,-3,0,5,1,0
2,4,92,2,1,3,0,52,39,104,37,1,0,1,1,13,67,0,4,0,1
4,1,211,0,0,2,0,102,108,136,157,1,2,0,-1,-6,-21,0,6,0,1
2,2,46,1,0,3,1,16,29,15,53,0,1,1,-1,-13,-38,0,5,1,0
3,9,160,3,5,2,3,80,79,137,144,1,1,-2,0,1,-7,1,1,0,1
3,10,153,4,5,3,2,86,66,153,61,2,0,-1,2,20,92,0,1,1,1
3,7,132,3,3,0,2,63,68,81,83,1,1,0,0,-5,-2,0,3,1,1
3,8,157,2,5,3,3,83,73,170,122,2,0,-3,2,10,48,0,1,0,1
5,3,290,1,1,3,4,142,147,211,245,2,2,0,0,-5,-34,1,5,1,1
2,11,137,5,5,0,2,71,65,93,54,1,0,0,1,6,39,0,1,1,1
3,13,224,6,6,3,3,117,106,191,140,2,0,0,2,11,51,0,0,0,1
4,7,242,3,3,3,3,131,110,192,112,2,1,0,1,21,80,0,3,0,1
1,6,45,3,2,0,0,23,21,42,30,0,0,1,0,2,12,0,3,1,1
1,7,52,2,4,2,1,23,28,30,53,0,0,-2,0,-5,-23,0,2,0,1
2,7,101,1,5,3,3,40,60,12,99,0,1,-4,-1,-20,-87,0,1,1,0
1,5,30,2,2,1,1,15,14,22,24,0,0,0,0,1,-2,0,4,1,0
2,5,131,2,2,3,3,66,64,74,65,1,0,0,1,2,9,0,4,1,0
4,2,202,0,1,1,1,104,97,121,96,2,1,-1,1,7,25,0,5,0,1
3,11,201,5,5,3,0,101,99,149,141,1,1,0,0,2,8,0,1,1,1
1,4,27,1,2,4,3,12,14,15,19,0,0,-1,0,-2,-4,0,4,0,1
2,5,83,2,2,3,3,38,44,40,74,0,1,0,-1,-6,-34,0,4,0,0
1,3,11,1,1,0,0,5,5,7,12,0,0,0,0,0,-5,0,5,1,1
3,4,147,2,1,0,0,73,73,117,103,1,1,1,0,0,14,0,4,1,1
3,1,103,0,0,2,2,39,63,26,127,0,2,0,-2,-24,-101,0,6,0,0
2,9,105,3,5,3,3,46,58,52,120,0,1,-2,-1,-12,-68,0,1,1,1
1,3,19,1,1,1,3,8,10,16,19,0,0,0,0,-2,-3,1,5,1,1
1,6,30,2,3,1,0,14,15,29,32,0,0,-1,0,-1,-3,0,3,0,1
3,1,133,0,0,2,2,61,71,57,124,0,2,0,-2,-10,-67,0,6,0,0
2,13,132,6,6,5,4,72,59,158,97,1,0,0,1,13,61,0,0,1,1
5,4,259,1,2,1,1,124,134,211,232,2,2,-1,0,-10,-21,0,4,1,1
2,7,89,2,4,1,0,36,52,15,84,0,1,-2,-1,-16,-69,0,2,0,1
5,6,265,2,3,0,0,131,133,188,189,2,2,-1,0,-2,-1,0,3,0,0
2,6,84,2,3,0,0,43,40,90,60,1,0,-1,1,3,30,0,3,1,1
1,8,49,2,5,3,2,21,27,25,48,0,0,-3,0,-6,-23,0,1,0,1
1,9,49,3,5,4,3,23,25,22,49,0,0,-2,0,-2,-27,0,1,1,0
1,10,59,4,5,3,0,27,31,54,60,0,0,-1,0,-4,-6,0,1,1,1
1,2,12,1,0,2,3,6,5,11,5,0,0,1,0,1,6,1,5,0,0
1,9,46,4,4,3,1,23,22,20,24,0,0,0,0,1,-4,0,2,0,1
1,5,28,3,1,0,0,15,12,20,4,0,0,2,0,3,16,0,3,1,1
3,1,110,0,0,2,1,50,59,51,79,1,1,0,0,-9,-28,0,6,1,0
2,6,92,2,3,2,3,37,54,33,104,0,1,-1,-1,-17,-71,1,3,0,1
1,5,28,2,2,0,0,14,13,13,15,0,0,0,0,1,-2,0,4,0,0
4,3,171,2,0,2,2,87,83,167,163,1,2,2,-1,4,4,0,4,0,1
2,6,94,4,1,4,3,53,40,91,15,1,0,3,1,13,76,0,2,1,0
2,5,82,1,3,1,1,35,46,26,73,0,1,-2,-1,-11,-47,0,3,1,0
3,5,150,1,3,1,1,66,83,25,120,0,2,-2,-2,-17,-95,0,3,1,1
2,2,47,1,0,1,0,33,13,66,1,1,0,1,1,20,65,0,5,0,0
3,5,130,4,0,3,0,73,56,97,38,1,1,4,0,17,59,0,2,0,0
4,6,219,2,3,3,3,112,106,169,136,2,1,-1,1,6,33,0,3,0,1
1,3,20,1,1,3,0,12,7,23,12,0,0,0,0,5,11,0,5,1,0
3,3,155,2,0,1,1,79,75,104,81,1,1,2,0,4,23,0,4,0,1
2,8,98,2,5,3,0,48,49,77,66,1,0,-3,1,-1,11,0,1,1,1
1,7,38,2,4,3,1,17,20,25,31,0,0,-2,0,-3,-6,0,2,1,1
3,8,199,3,4,3,3,101,97,140,108,2,0,-1,2,4,32,0,2,1,1
4,4,205,1,2,3,3,93,111,93,164,1,2,-1,-1,-18,-71,0,4,0,1
3,2,154,1,0,2,1,79,74,112,74,1,1,1,0,5,38,0,5,0,0
2,6,86,2,3,2,0,38,47,48,90,0,1,-1,-1,-9,-42,0,3,0,1
2,4,71,1,2,1,0,37,33,84,59,1,0,-1,1,4,25,0,4,0,1
2,2,66,0,1,1,0,36,29,60,18,1,0,-1,1,7,42,0,5,0,0
5,5,354,0,4,2,3,174,179,224,275,2,2,-4,0,-5,-51,1,2,0,1
1,12,82,5,6,2,3,37,44,35,53,0,0,-1,0,-7,-18,1,0,1,0
5,6,282,2,3,3,3,145,136,204,166,2,2,-1,0,9,38,0,3,0,1
1,12,72,5,6,0,1,31,40,28,39,0,0,-1,0,-9,-11,0,0,1,0
2,1,44,0,0,1,1,17,26,3,43,0,1,0,-1,-9,-40,0,6,0,1
3,9,197,4,4,3,2,99,97,184,161,1,1,0,0,2,23,0,2,0,1
2,2,70,0,1,0,2,29,40,11,63,0,1,-1,-1,-11,-52,0,5,1,1
1,1,3,0,0,0,2,0,2,1,4,0,0,0,0,-2,-3,0,6,1,0
1,12,73,6,5,1,0,38,34,56,27,0,0,1,0,4,29,0,0,0,1
2,4,80,1,2,0,0,34,45,29,71,0,1,-1,-1,-11,-42,0,4,1,1
2,1,63,0,0,4,3,27,35,20,59,0,1,0,-1,-8,-39,0,6,0,1
3,10,167,4,5,1,0,75,91,65,139,0,2,-1,-2,-16,-74,0,1,0,1
1,3,12,0,2,2,0,3,8,5,27,0,0,-2,0,-5,-22,0,4,1,1
3,3,141,1,1,0,0,71,69,109,110,1,1,0,0,2,-1,0,5,0,0
1,4,26,1,2,3,3,11,14,12,19,0,0,-1,0,-3,-7,0,4,1,1
2,10,149,5,4,1,0,72,76,92,100,0,1,1,-1,-4,-8,0,1,0,0
2,2,82,0,1,3,3,36,45,12,66,0,1,-1,-1,-9,-54,0,5,0,0
3,2,125,0,1,2,3,60,64,61,62,1,1,-1,0,-4,-1,1,5,0,0
5,1,236,0,0,4,3,122,113,211,195,2,2,0,0,9,16,0,6,0,0
3,8,141,3,4,1,3,81,59,167,70,2,0,-1,2,22,97,1,2,0,1
1,1,3,0,0,0,2,0,2,1,2,0,0,0,0,-2,-1,0,6,0,0
4,10,265,5,4,2,1,139,125,204,113,2,1,1,1,14,91,0,1,0,0
3,8,196,2,5,3,2,98,97,146,137,2,0,-3,2,1,9,0,1,0,1
2,5,122,2,2,2,1,61,60,83,92,0,1,0,-1,1,-9,0,4,1,1
2,5,64,2,2,4,3,23,40,26,90,0,1,0,-1,-17,-64,0,4,0,1
1,2,12,0,1,2,3,4,7,5,14,0,0,-1,0,-3,-9,1,5,0,0
1,5,37,2,2,4,3,19,17,30,24,0,0,0,0,2,6,0,4,0,1
4,2,176,0,1,3,1,82,93,133,184,1,2,-1,-1,-11,-51,0,5,1,0
1,2,7,0,1,0,0,2,4,3,6,0,0,-1,0,-2,-3,0,5,0,0
2,3,84,0,2,0,2,33,50,1,73,0,1,-2,-1,-17,-72,0,4,1,1
2,2,52,0,1,1,0,19,32,5,71,0,1,-1,-1,-13,-66,0,5,1,1
2,2,51,0,1,3,1,35,15,74,12,1,0,-1,1,20,62,0,5,1,0
2,12,114,5,6,0,0,64,49,118,61,1,0,-1,1,15,57,0,0,1,1
3,6,185,2,3,0,0,90,94,84,107,1,1,-1,0,-4,-23,0,3,0,1
1,7,30,2,4,2,0,13,16,20,45,0,0,-2,0,-3,-25,0,2,1,0
2,9,133,4,4,3,0,64,68,82,97,0,1,0,-1,-4,-15,0,2,0,1
1,8,43,3,4,3,1,21,21,35,37,0,0,-1,0,0,-2,0,2,0,0
3,4,117,2,1,2,1,72,44,159,33,2,0,1,2,28,126,0,4,0,1
1,4,20,2,1,0,0,10,9,23,9,0,0,1,0,1,14,0,4,0,1
3,7,189,2,4,1,2,87,101,75,123,1,1,-2,0,-14,-48,0,2,1,0
2,9,105,3,5,1,1,42,62,41,120,0,1,-2,-1,-20,-79,0,1,1,1
2,1,66,0,0,3,4,27,38,14,69,0,1,0,-1,-11,-55,1,6,0,1
2,8,95,3,4,1,1,40,54,46,110,0,1,-1,-1,-14,-64,0,2,0,1
1,1,4,0,0,2,1,2,1,6,4,0,0,0,0,1,2,0,6,0,1
1,5,42,4,0,0,1,24,17,43,8,0,0,4,0,7,35,0,2,0,1
2,5,79,0,4,0,0,39,39,34,40,1,0,-4,1,0,-6,0,2,0,0
2,3,98,1,1,2,0,46,51,70,91,0,1,0,-1,-5,-21,0,5,1,0
1,2,6,0,1,0,0,1,4,3,16,0,0,-1,0,-3,-13,0,5,0,0
3,1,138,0,0,3,1,64,73,73,133,0,2,0,-2,-9,-60,0,6,1,0
3,7,138,1,5,0,1,55,82,15,162,0,2,-4,-2,-27,-147,0,1,1,1
3,1,144,0,0,0,1,65,78,78,126,1,1,0,0,-13,-48,0,6,0,1
2,1,58,4,6,0,0,27,30,30,54,0,1,-2,-1,-3,-24,0,0,0,0
3,13,218,6,6,2,3,103,114,133,175,1,1,0,0,-11,-42,1,0,0,1
2,3,73,0,2,0,0,29,43,26,85,0,1,-2,-1,-14,-59,0,4,0,0
3,5,142,2,2,3,3,86,55,139,28,2,0,0,2,31,111,0,4,1,1
3,8,180,4,3,2,0,95,84,149,109,1,1,1,0,11,40,0,2,1,0
1,6,34,4,1,1,1,21,12,52,5,0,0,3,0,9,47,0,2,0,1
5,2,243,0,1,0,0,116,126,200,222,2,2,-1,0,-10,-22,0,5,1,1
2,9,125,3,5,2,1,54,70,45,134,0,1,-2,-1,-16,-89,0,1,0,1
3,7,136,2,4,0,1,49,86,36,177,0,2,-2,-2,-37,-141,0,2,0,1
3,5,140,1,3,1,3,56,83,79,186,0,2,-2,-2,-27,-107,1,3,0,0
2,7,121,2,4,2,3,54,66,92,141,0,1,-2,-1,-12,-49,1,2,0,1
2,2,48,1,0,0,2,29,18,59,6,1,0,1,1,11,53,0,5,0,1
2,5,118,1,3,1,1,51,66,40,115,0,1,-2,-1,-15,-75,0,3,0,1
2,4,88,3,0,3,2,50,37,92,12,1,0,3,1,13,80,0,3,1,1
2,12,152,5,6,1,1,67,84,43,121,0,1,-1,-1,-17,-78,0,0,0,0
3,3,153,2,0,2,0,80,72,138,81,1,1,2,0,8,57,0,4,1,1
1,6,26,3,2,1,1,14,11,25,8,0,0,1,0,3,17,0,3,0,0
1,7,40,4,2,2,1,23,16,38,9,0,0,2,0,7,29,0,2,0,1
1,9,53,4,4,1,0,27,25,27,20,0,0,0,0,2,7,0,2,1,1
2,3,81,0,2,0,0,35,45,30,80,0,1,-2,-1,-10,-50,0,4,1,1
3,5,132,2,2,0,0,59,72,60,121,0,2,0,-2,-13,-61,0,4,0,0
1,5,45,2,2,2,3,21,23,9,14,0,0,0,0,-2,-5,1,4,1,1
1,1,4,0,0,2,1,2,1,4,3,0,0,0,0,1,1,0,6,1,1
2,1,55,0,0,1,0,25,29,34,60,0,1,0,-1,-4,-26,0,6,0,0
3,11,200,5,5,3,4,92,107,67,155,0,2,0,-2,-15,-88,1,1,1,0
2,6,116,2,3,2,3,59,56,99,67,1,0,-1,1,3,32,1,3,1,1
2,5,106,2,2,3,1,48,57,83,108,0,1,0,-1,-9,-25,0,4,0,1
1,2,15,0,1,3,1,7,7,13,11,0,0,-1,0,0,2,0,5,1,1
3,7,198,5,1,2,0,109,88,192,84,2,0,4,2,21,108,0,1,1,1
1,5,26,2,2,2,0,13,12,16,19,0,0,0,0,1,-3,0,4,0,1
1,12,72,6,5,3,0,39,32,66,35,0,0,1,0,7,31,0,0,1,1
2,7,115,4,2,1,2,63,51,110,46,1,0,2,1,12,64,0,2,1,1
2,6,116,4,1,3,1,67,48,106,15,1,0,3,1,19,91,0,2,0,1
2,9,129,4,4,1,1,67,61,92,67,1,0,0,1,6,25,0,2,1,0
1,4,22,1,2,2,1,9,12,12,16,0,0,-1,0,-3,-4,0,4,0,1
1,1,6,0,0,2,3,2,3,4,3,0,0,0,0,-1,1,1,6,0,1
2,7,106,2,4,1,3,45,60,28,98,0,1,-2,-1,-15,-70,1,2,0,0
1,12,73,5,6,4,3,33,39,42,60,0,0,-1,0,-6,-18,0,0,1,1
2,6,116,3,2,3,4,61,54,110,80,1,0,1,1,7,30,1,3,0,0
2,2,109,1,0,3,4,56,52,70,58,0,1,1,-1,4,12,1,5,0,0
3,6,165,3,2,1,0,83,81,82,53,1,1,1,0,2,29,0,3,0,1
2,3,81,2,0,3,3,37,43,23,48,0,1,2,-1,-6,-25,0,4,1,0
1,1,8,0,0,4,3,4,3,5,3,0,0,0,0,1,2,0,6,0,0
2,4,100,1,2,2,0,50,49,87,69,1,0,-1,1,1,18,0,4,0,0
2,6,75,3,2,0,1,33,41,26,61,0,1,1,-1,-8,-35,0,3,1,0
1,4,21,3,0,2,2,14,6,24,2,0,0,3,0,8,22,0,3,1,1
1,9,79,4,4,0,1,39,39,38,34,0,0,0,0,0,4,0,2,0,1
1,7,47,4,2,3,4,25,21,35,27,0,0,2,0,4,8,1,2,1,1
3,2,144,0,1,1,3,73,70,74,74,1,1,-1,0,3,0,1,5,0,0
3,9,206,4,4,2,2,108,97,177,100,2,0,0,2,11,77,0,2,1,1
2,3,73,1,1,2,0,33,39,48,79,0,1,0,-1,-6,-31,0,5,0,1
3,1,132,0,0,3,0,62,69,79,132,0,2,0,-2,-7,-53,0,6,1,0
2,10,120,4,5,3,4,63,56,96,77,1,0,-1,1,7,19,1,1,0,1
1,8,59,4,3,0,1,30,28,53,42,0,0,1,0,2,11,0,2,1,0
3,6,167,3,2,0,0,91,75,157,62,2,0,1,2,16,95,0,3,1,1
3,6,186,3,2,3,3,88,97,96,156,0,2,1,-2,-9,-60,0,3,0,1
1,9,53,5,3,1,0,29,23,57,35,0,0,2,0,6,22,0,1,1,0
3,13,169,6,6,0,1,94,74,157,71,2,0,0,2,20,86,0,0,0,0
3,9,172,4,4,1,0,78,93,84,172,0,2,0,-2,-15,-88,0,2,1,1
1,7,36,4,2,1,0,19,16,20,14,0,0,2,0,3,6,0,2,0,0
2,1,60,0,0,3,3,25,34,29,62,0,1,0,-1,-9,-33,0,6,0,1
2,6,118,2,3,0,0,56,61,52,94,0,1,-1,-1,-5,-42,0,3,0,0
2,3,103,1,1,1,2,47,55,27,78,0,1,0,-1,-8,-51,0,5,1,1
3,6,214,1,4,1,3,105,108,160,140,2,0,-3,2,-3,20,1,2,1,1
1,12,77,5,6,1,0,38,38,61,58,0,0,-1,0,0,3,0,0,1,1
2,2,55,1,0,1,2,34,20,67,7,1,0,1,1,14,60,0,5,1,1
2,3,112,1,1,1,1,58,53,69,48,1,0,0,1,5,21,0,5,1,1
2,3,57,1,1,0,0,33,23,43,12,1,0,0,1,10,31,0,5,0,1
1,2,5,1,0,0,0,4,0,9,1,0,0,1,0,4,8,0,5,0,1
1,7,45,2,4,0,1,17,27,14,51,0,0,-2,0,-10,-37,0,2,0,1
2,2,68,1,0,2,3,39,28,93,26,1,0,1,1,11,67,1,5,0,1
1,6,27,3,2,1,1,14,12,33,17,0,0,1,0,2,16,0,3,1,0
2,1,84,6,7,0,0,41,42,61,74,0,1,-1,-1,-1,-13,0,-1,1,1
2,8,86,4,3,3,1,39,46,52,85,0,1,1,-1,-7,-33,0,2,0,0
1,2,21,1,0,0,0,11,9,18,8,0,0,1,0,2,10,0,5,0,0
3,2,128,0,1,3,1,62,65,106,102,1,1,-1,0,-3,4,0,5,1,1
1,4,26,1,2,1,2,12,13,10,14,0,0,-1,0,-1,-4,0,4,0,0
3,8,148,3,4,2,1,70,77,95,125,1,1,-1,0,-7,-30,0,2,0,1
1,4,19,1,2,0,2,6,12,11,23,0,0,-1,0,-6,-12,0,4,1,0
2,3,112,1,1,3,0,58,53,78,56,1,0,0,1,5,22,0,5,0,0
5,8,281,2,5,0,0,136,144,169,200,2,2,-3,0,-8,-31,0,1,1,0
1,2,9,0,1,0,0,3,5,2,9,0,0,-1,0,-2,-7,0,5,0,0
